filepath,valid,width,height,channels,file_size_bytes,color_mode,error,label,dataset,filename,file_hash
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_161.jpg,True,148,115,3,6281,RGB,,without_mask,mask,without_mask_161.jpg,7bdbac1ec8870540d93045c96bf2d64f
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1610.jpg,True,262,193,3,5452,RGB,,without_mask,mask,without_mask_1610.jpg,7f3cf339eef4c592f65709546a1cbd74
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1611.jpg,True,183,275,3,7567,RGB,,without_mask,mask,without_mask_1611.jpg,ee9894ec7612c7e0a701e41f6b21e5a1
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1612.jpg,True,225,225,3,7584,RGB,,without_mask,mask,without_mask_1612.jpg,a8eaec05f814d9348c8ef7784b7552bc
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1613.jpg,True,137,119,3,5768,RGB,,without_mask,mask,without_mask_1613.jpg,b0e12ab4ccf7b928bdad8fb4c8f2664f
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1614.jpg,True,193,262,3,8348,RGB,,without_mask,mask,without_mask_1614.jpg,b8e12a14605ecc4760f4bb28658679b1
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1615.jpg,True,285,177,3,4832,RGB,,without_mask,mask,without_mask_1615.jpg,d3016cccfacbcd3fdf478b68f8e7398c
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1616.jpg,True,194,259,3,8179,RGB,,without_mask,mask,without_mask_1616.jpg,d8a9c8ef8384a813f178758b8eccde6b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1617.jpg,True,181,279,3,6711,RGB,,without_mask,mask,without_mask_1617.jpg,ad6225e2441dba44a1edb26db9a37cff
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1618.jpg,True,176,286,3,3681,RGB,,without_mask,mask,without_mask_1618.jpg,0baa6f851917790aa918bde6183eb29b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1619.jpg,True,194,259,3,5686,RGB,,without_mask,mask,without_mask_1619.jpg,f65e496532c14c906efa56ec155fd550
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_162.jpg,True,155,128,3,7082,RGB,,without_mask,mask,without_mask_162.jpg,94be7f2cae5048907aceefe9c441a74f
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1620.jpg,True,201,250,3,6045,RGB,,without_mask,mask,without_mask_1620.jpg,a74f2c8e169874a3ed0490f1ce0788ef
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1621.jpg,True,224,225,3,3228,RGB,,without_mask,mask,without_mask_1621.jpg,9a1a39c22245cc62c838d9205dce75ff
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1622.jpg,True,266,189,3,7600,RGB,,without_mask,mask,without_mask_1622.jpg,12f878fc0ec00e4be5b208547b061f55
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1623.jpg,True,183,275,3,8173,RGB,,without_mask,mask,without_mask_1623.jpg,fc239260c571e435f2f2e24f46dffed2
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1624.jpg,True,152,150,3,7149,RGB,,without_mask,mask,without_mask_1624.jpg,6dbddf4b0448eb637a62cd63a7237708
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1625.jpg,True,279,181,3,14090,RGB,,without_mask,mask,without_mask_1625.jpg,892cec6aedc9363144ed9e83160dacd7
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1626.jpg,True,225,225,3,5856,RGB,,without_mask,mask,without_mask_1626.jpg,001bcf86c41b625ca94a5ae4e6f9b386
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1627.jpg,True,266,190,3,9197,RGB,,without_mask,mask,without_mask_1627.jpg,fd1eb082894967163c350e380f12c31a
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1628.jpg,True,300,168,3,6408,RGB,,without_mask,mask,without_mask_1628.jpg,0e539d7fc094e1d9ff27fc6cf7fc76a4
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1629.jpg,True,260,194,3,6618,RGB,,without_mask,mask,without_mask_1629.jpg,caa25a758833689141cc2bfc9df629be
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_163.jpg,True,153,139,3,7906,RGB,,without_mask,mask,without_mask_163.jpg,62c97251b27cd47f88b40943c4fa1aaf
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1630.jpg,True,266,190,3,8766,RGB,,without_mask,mask,without_mask_1630.jpg,fe2870fd30c9689b0852c29173d5e612
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1631.jpg,True,205,246,3,8335,RGB,,without_mask,mask,without_mask_1631.jpg,fbdd35852d6e0fd17895a6523bfad4a1
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1632.jpg,True,265,190,3,6124,RGB,,without_mask,mask,without_mask_1632.jpg,26b39def3469f783e275f7c398f8275b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1633.jpg,True,168,299,3,6380,RGB,,without_mask,mask,without_mask_1633.jpg,6a4f785193601ec10e1495cd77e7bf4d
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1634.jpg,True,265,190,3,5225,RGB,,without_mask,mask,without_mask_1634.jpg,65e75316e2f71b82657f650ebc860fa5
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1635.jpg,True,144,129,3,5801,RGB,,without_mask,mask,without_mask_1635.jpg,d059bd9b42990f256254a5a6baaeebf7
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1636.jpg,True,300,168,3,6563,RGB,,without_mask,mask,without_mask_1636.jpg,32407648ae2b5d5c8ec03f7a73d363a3
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1637.jpg,True,243,207,3,4993,RGB,,without_mask,mask,without_mask_1637.jpg,bbd970e479edd3656afc3cf69469f46e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1638.jpg,True,173,290,3,5788,RGB,,without_mask,mask,without_mask_1638.jpg,aac382d203953aced22957eabe5427cb
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1639.jpg,True,183,275,3,9415,RGB,,without_mask,mask,without_mask_1639.jpg,6b0fe4a8db0f459e57d2e1edf9fb8198
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_164.jpg,True,125,124,3,4432,RGB,,without_mask,mask,without_mask_164.jpg,e0ab7e2920e1b3d3149c8eaa4c6f54c0
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1640.jpg,True,191,264,3,6754,RGB,,without_mask,mask,without_mask_1640.jpg,499ddb0d8e88f1c6400d783358074a26
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1641.jpg,True,225,225,3,8142,RGB,,without_mask,mask,without_mask_1641.jpg,a6c7e11e2834aa8eb929a06a3aad98a0
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1642.jpg,True,259,194,3,9741,RGB,,without_mask,mask,without_mask_1642.jpg,6951e62c3b459fd7750898a68c0db2f9
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1643.jpg,True,187,270,3,7358,RGB,,without_mask,mask,without_mask_1643.jpg,66fe056c7c9376593c1818c9babc9c26
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1644.jpg,True,275,183,3,8578,RGB,,without_mask,mask,without_mask_1644.jpg,2041c03fdc92c235558d17da82fe4892
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1645.jpg,True,305,165,3,5932,RGB,,without_mask,mask,without_mask_1645.jpg,d2c046f4f79c69defb94ce36abc7bd69
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1646.jpg,True,156,138,3,8924,RGB,,without_mask,mask,without_mask_1646.jpg,e37f5a5b09c2d7041fb212e7bcb95e27
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1647.jpg,True,201,251,3,7743,RGB,,without_mask,mask,without_mask_1647.jpg,bfdaa4f9865713bb446092678c36d693
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1648.jpg,True,213,236,3,8736,RGB,,without_mask,mask,without_mask_1648.jpg,e31a1033ea875c36797134222bb84596
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1649.jpg,True,301,167,3,9350,RGB,,without_mask,mask,without_mask_1649.jpg,a198e888408baeace52d363164cc69d5
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_165.jpg,True,152,138,3,8483,RGB,,without_mask,mask,without_mask_165.jpg,742c890da96cbf56ecb4107482f61a18
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1650.jpg,True,217,232,3,6228,RGB,,without_mask,mask,without_mask_1650.jpg,251b00e8ed0484cb079c8d54c8b955f4
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1651.jpg,True,199,253,3,6906,RGB,,without_mask,mask,without_mask_1651.jpg,6c2c10e7002970cfd3f0a9949c8d4118
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1652.jpg,True,300,168,3,9774,RGB,,without_mask,mask,without_mask_1652.jpg,9c3a0b7b24ce58d5be92771541a40153
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1653.jpg,True,225,225,3,6922,RGB,,without_mask,mask,without_mask_1653.jpg,abb50139d873fdf7c889430c8d34c247
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1654.jpg,True,262,192,3,7876,RGB,,without_mask,mask,without_mask_1654.jpg,aa5e5026580163d8745a28b656c45915
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1655.jpg,True,179,282,3,6937,RGB,,without_mask,mask,without_mask_1655.jpg,c5848980081591140b1d8555b0a50670
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1656.jpg,True,201,251,3,8811,RGB,,without_mask,mask,without_mask_1656.jpg,42f4e9db5adf15beb84ac52ca50c90ab
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1657.jpg,True,140,122,3,5990,RGB,,without_mask,mask,without_mask_1657.jpg,fe85d28d2c50ab8b20fc92854698a6d2
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1658.jpg,True,300,168,3,7055,RGB,,without_mask,mask,without_mask_1658.jpg,3fcc3e7d251ca39a4e03e3ee385ee4a5
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1659.jpg,True,216,233,3,7464,RGB,,without_mask,mask,without_mask_1659.jpg,8b755d5150b70659479d21aabaf14bd3
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_166.jpg,True,147,99,3,5101,RGB,,without_mask,mask,without_mask_166.jpg,30bbcb7e80975ef33b604b31efd50fbc
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1660.jpg,True,300,168,3,4277,RGB,,without_mask,mask,without_mask_1660.jpg,ae17035e9ff61465efec359265454b93
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1661.jpg,True,184,275,3,9785,RGB,,without_mask,mask,without_mask_1661.jpg,780a70016ba201c83c8beb7fce452004
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1662.jpg,True,211,239,3,6211,RGB,,without_mask,mask,without_mask_1662.jpg,69f4d23ae1212ad52d14da55ba1c5700
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1663.jpg,True,193,261,3,5674,RGB,,without_mask,mask,without_mask_1663.jpg,41dd880d4c692204cb10a4c451e24b7c
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1664.jpg,True,224,224,3,7711,RGB,,without_mask,mask,without_mask_1664.jpg,0cf9c6175024b71a453b33ce0f4b4e1e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1665.jpg,True,183,275,3,5745,RGB,,without_mask,mask,without_mask_1665.jpg,8c85c492ce8f0876105bdc6ee07d3593
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1666.jpg,True,318,159,3,8935,RGB,,without_mask,mask,without_mask_1666.jpg,d3853b676bb68c9d3794a72b4ea99eec
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1667.jpg,True,225,225,3,4053,RGB,,without_mask,mask,without_mask_1667.jpg,35f31102eca9dbaccfead732d93c2d6c
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1668.jpg,True,152,123,3,6187,RGB,,without_mask,mask,without_mask_1668.jpg,54e90516d6b178f3550820baaab328b6
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1669.jpg,True,148,137,3,7509,RGB,,without_mask,mask,without_mask_1669.jpg,7f74022a0e7f73ce2bc806c6de89ab81
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_167.jpg,True,153,133,3,7933,RGB,,without_mask,mask,without_mask_167.jpg,a8e3cd43ba0ffb5789794ecbf124ff78
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1670.jpg,True,315,160,3,10154,RGB,,without_mask,mask,without_mask_1670.jpg,7ea8152d5f9132966b92ffac117257d9
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1671.jpg,True,224,225,3,4304,RGB,,without_mask,mask,without_mask_1671.jpg,bce7fce051191a5217ccd76714aaf22b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1672.jpg,True,259,194,3,6888,RGB,,without_mask,mask,without_mask_1672.jpg,f057cf74bd0f3ae929c04173ff15f01d
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1673.jpg,True,225,225,3,6575,RGB,,without_mask,mask,without_mask_1673.jpg,025f4ee6aec20134b4a06e3f6b306111
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1674.jpg,True,199,253,3,7432,RGB,,without_mask,mask,without_mask_1674.jpg,ffcd7a98ecbf69725539be2ea473f121
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1675.jpg,True,259,194,3,8265,RGB,,without_mask,mask,without_mask_1675.jpg,316012c05903de2e8266381a3532b095
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1676.jpg,True,220,229,3,6959,RGB,,without_mask,mask,without_mask_1676.jpg,9d2157d4bb0e8d888a403d6fd03e5f91
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1677.jpg,True,275,183,3,5655,RGB,,without_mask,mask,without_mask_1677.jpg,8c35571e68fc1faf9ceb4739793b61a8
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1678.jpg,True,190,190,3,6043,RGB,,without_mask,mask,without_mask_1678.jpg,826a109047d13e74fc27040f8c7dbc22
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1679.jpg,True,259,194,3,4820,RGB,,without_mask,mask,without_mask_1679.jpg,f13c03dfbceb867da9fbc620e3bf0dae
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_168.jpg,True,147,124,3,6088,RGB,,without_mask,mask,without_mask_168.jpg,bd3898fb40a9638172d9a886f3f61f49
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1680.jpg,True,146,134,3,6214,RGB,,without_mask,mask,without_mask_1680.jpg,f2de958da15d3335c4ceda6875ff8e93
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1681.jpg,True,183,275,3,7138,RGB,,without_mask,mask,without_mask_1681.jpg,70069429b259516ec43bb6b8022628cd
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1682.jpg,True,168,299,3,6599,RGB,,without_mask,mask,without_mask_1682.jpg,e97760570673b6564aa19c1a7564ecad
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1683.jpg,True,318,159,3,8540,RGB,,without_mask,mask,without_mask_1683.jpg,6d9a2504ceac3d210484a412680bca2b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1684.jpg,True,225,225,3,6374,RGB,,without_mask,mask,without_mask_1684.jpg,8e4e2aa4fc7bf06e043b4e83bceef642
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1685.jpg,True,183,275,3,6889,RGB,,without_mask,mask,without_mask_1685.jpg,c4592336b1c38125ce9b866fd41487eb
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1686.jpg,True,191,263,3,5147,RGB,,without_mask,mask,without_mask_1686.jpg,7af0f4e1daaea43c85531912754cf3af
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1687.jpg,True,183,275,3,5806,RGB,,without_mask,mask,without_mask_1687.jpg,0ef3de788819b93849496b400fd1a8f3
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1688.jpg,True,209,241,3,5781,RGB,,without_mask,mask,without_mask_1688.jpg,f042c3f20b708058a4b5afc4c2b9847e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1689.jpg,True,292,173,3,8666,RGB,,without_mask,mask,without_mask_1689.jpg,072f5469815535663d51c9762705f1b0
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_169.jpg,True,149,148,3,7962,RGB,,without_mask,mask,without_mask_169.jpg,05d9e10d3c2e9ec0fd9bd38074452f29
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1690.jpg,True,183,275,3,7564,RGB,,without_mask,mask,without_mask_1690.jpg,26cfea65fe6c0aa1ef8f3fefff2e3ce4
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1691.jpg,True,144,92,3,4521,RGB,,without_mask,mask,without_mask_1691.jpg,b0aaa16cd1e2c0b459adb6a3969d52d3
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1692.jpg,True,218,232,3,5359,RGB,,without_mask,mask,without_mask_1692.jpg,fc61dda4c60d36d9238d43d7457bd8f5
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1693.jpg,True,201,250,3,6043,RGB,,without_mask,mask,without_mask_1693.jpg,e4ece57644a0becb27ad1122e33378f6
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1694.jpg,True,374,135,3,7146,RGB,,without_mask,mask,without_mask_1694.jpg,c26bc04df47061b8aea809e94c0f5725
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1695.jpg,True,262,192,3,6712,RGB,,without_mask,mask,without_mask_1695.jpg,8ce403279d3ebb73d218b206387af367
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1696.jpg,True,181,279,3,6528,RGB,,without_mask,mask,without_mask_1696.jpg,665de98534f7bec00a609036038561c8
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1697.jpg,True,200,200,3,6836,RGB,,without_mask,mask,without_mask_1697.jpg,2b31892618b860b5aa0c68fe34dc7000
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1698.jpg,True,279,180,3,4603,RGB,,without_mask,mask,without_mask_1698.jpg,cf2e3df08ed76fc64f2845bf301681dd
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1699.jpg,True,168,299,3,8513,RGB,,without_mask,mask,without_mask_1699.jpg,1c21c75f1a9671739993a59891930a6c
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_17.jpg,True,158,120,3,6555,RGB,,without_mask,mask,without_mask_17.jpg,b2c5d6e808194080a4eb27b80832dac6
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_170.jpg,True,144,125,3,5784,RGB,,without_mask,mask,without_mask_170.jpg,a24ac4daf0d98e7f339dd62cab0454ca
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1700.jpg,True,251,201,3,6012,RGB,,without_mask,mask,without_mask_1700.jpg,e596b59c942f295652836bbaea3b778b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1701.jpg,True,168,299,3,6894,RGB,,without_mask,mask,without_mask_1701.jpg,d583d7cf732dd78801c909f3af61e42e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1702.jpg,True,115,121,3,4632,RGB,,without_mask,mask,without_mask_1702.jpg,a9db0f3afbab7ee815c8dc3341c23c24
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1703.jpg,True,218,231,3,10220,RGB,,without_mask,mask,without_mask_1703.jpg,976c5f94789687fd69e560f2ffcc5b43
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1704.jpg,True,275,183,3,8559,RGB,,without_mask,mask,without_mask_1704.jpg,c67860dc82a54cb4c5ebd4b0b545a1cc
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1705.jpg,True,225,225,3,6538,RGB,,without_mask,mask,without_mask_1705.jpg,ca8e0c5c536a4f84e5e468e75fe69102
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1706.jpg,True,225,225,3,7837,RGB,,without_mask,mask,without_mask_1706.jpg,6dbdbc3031eff81f13ea71819602c94b
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1707.jpg,True,177,285,3,8165,RGB,,without_mask,mask,without_mask_1707.jpg,06a2417a01a2691a09e091a32178c6e0
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1708.jpg,True,183,275,3,7115,RGB,,without_mask,mask,without_mask_1708.jpg,21f087d9e0c6b4cc174da76707f65671
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1709.jpg,True,208,242,3,6886,RGB,,without_mask,mask,without_mask_1709.jpg,7d75c0d366f00e08c3d770d7d2f16d23
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_171.jpg,True,138,142,3,6831,RGB,,without_mask,mask,without_mask_171.jpg,eb2e61a66d0c41bcdb3c59e0d1661e02
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1710.jpg,True,183,276,3,7359,RGB,,without_mask,mask,without_mask_1710.jpg,fa0d3645d98c271694dd17c60191107c
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1711.jpg,True,183,275,3,5955,RGB,,without_mask,mask,without_mask_1711.jpg,74aa5cda9603aec6b48c681eeae48f06
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1712.jpg,True,236,176,3,7887,RGB,,without_mask,mask,without_mask_1712.jpg,3e164b057cae1fd91d36538f32593279
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1713.jpg,True,159,118,3,5673,RGB,,without_mask,mask,without_mask_1713.jpg,de229b3d628e1da21d35bb204c4cc8da
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1714.jpg,True,204,248,3,8822,RGB,,without_mask,mask,without_mask_1714.jpg,6eed83afb1b0836f664e7c21a848592e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1715.jpg,True,201,251,3,5713,RGB,,without_mask,mask,without_mask_1715.jpg,0fee84a7d8efb118333eab6f2f4e122e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1716.jpg,True,198,254,3,4924,RGB,,without_mask,mask,without_mask_1716.jpg,94dfb2a4c70a1358a1634ada76e7dd5a
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1717.jpg,True,177,285,3,6568,RGB,,without_mask,mask,without_mask_1717.jpg,10c7b47bcd979b0a8679ef3843832f85
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1718.jpg,True,261,193,3,6266,RGB,,without_mask,mask,without_mask_1718.jpg,e818d4ffe4170305380eb556b47f2c14
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1719.jpg,True,183,276,3,7024,RGB,,without_mask,mask,without_mask_1719.jpg,58f7b97953084bf849e4476f683ba6c1
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_172.jpg,True,123,115,3,4904,RGB,,without_mask,mask,without_mask_172.jpg,bc0801c3fcbf795381b4bc1eba4565e1
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1720.jpg,True,292,173,3,10432,RGB,,without_mask,mask,without_mask_1720.jpg,a386189a48805404a91e560a6bb6e9c6
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1721.jpg,True,300,168,3,9430,RGB,,without_mask,mask,without_mask_1721.jpg,49457bd8c73902e39b43c101ed7ce681
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1722.jpg,True,203,248,3,7071,RGB,,without_mask,mask,without_mask_1722.jpg,c35e11ba255a60a3be77e72ce53923df
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1723.jpg,True,259,194,3,5829,RGB,,without_mask,mask,without_mask_1723.jpg,344e8a7a7090d34225e9aa5fc54c165c
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1724.jpg,True,144,135,3,6607,RGB,,without_mask,mask,without_mask_1724.jpg,c3463a310d20cfd8eee0974c08f58889
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1725.jpg,True,259,194,3,5215,RGB,,without_mask,mask,without_mask_1725.jpg,c613950c07352a21fb0cf8219cdd824e
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1726.jpg,True,225,225,3,5795,RGB,,without_mask,mask,without_mask_1726.jpg,d7f7a30b981dcc10f5014ec99183dd35
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1727.jpg,True,171,294,3,7040,RGB,,without_mask,mask,without_mask_1727.jpg,5419e6b185b4fa268bacb48924336320
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1728.jpg,True,168,300,3,9618,RGB,,without_mask,mask,without_mask_1728.jpg,ea7cc150b62d4d293b6bfe55e7f00181
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1729.jpg,True,200,200,3,4957,RGB,,without_mask,mask,without_mask_1729.jpg,de798da9b367445d2fb2a443858f6587
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_173.jpg,True,137,123,3,5366,RGB,,without_mask,mask,without_mask_173.jpg,be3e7533fcf63108f2767eba33a3f952
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1730.jpg,True,259,194,3,9174,RGB,,without_mask,mask,without_mask_1730.jpg,f5029cfff27a258b64777e0adf53a08d
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1731.jpg,True,342,147,3,7687,RGB,,without_mask,mask,without_mask_1731.jpg,795f2d8c3ac693711cf2b551842551a5
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1732.jpg,True,194,259,3,4994,RGB,,without_mask,mask,without_mask_1732.jpg,a6ef27c84601384066c3ff48cf48e2a9
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1733.jpg,True,195,258,3,12541,RGB,,without_mask,mask,without_mask_1733.jpg,103ff63c3648adfccd5d9b254716d374
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1734.jpg,True,183,275,3,6762,RGB,,without_mask,mask,without_mask_1734.jpg,dc0daed6b9f6cdbf650af32c609cf928
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1735.jpg,True,136,122,3,5952,RGB,,without_mask,mask,without_mask_1735.jpg,4e46eed1751704d7224936f2bf006c57
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1736.jpg,True,318,159,3,8974,RGB,,without_mask,mask,without_mask_1736.jpg,bc6ac904e4533834db27fc423b784f03
E:\AMIT AI\Face Mask & Emotion detection\without_mask\without_mask_1737.jpg,True,173,291,3,7517,RGB,,without_mask,mask,without_mask_1737.jpg,a31c4af1b7a241b9ec44b710f41ffa74
