filepath,valid,width,height,channels,file_size_bytes,color_mode,error,label,dataset,filename,file_hash,log_file_size
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1428.jpg,True,132,182,3,8168,RGB,,with_mask,mask,with_mask_1428.jpg,3f56344fa77d04f9923f88606a95686d,9.00810178134187
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1429.jpg,True,658,382,3,26905,RGB,,with_mask,mask,with_mask_1429.jpg,0c67ba104641fb55db90f67ced36ba26,10.200104589045488
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_143.jpg,True,215,272,3,22502,RGB,,with_mask,mask,with_mask_143.jpg,707d1bfcc6f4da58ab31d04ed1f1f9ac,10.021403912637746
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1430.jpg,True,491,728,3,56536,RGB,,with_mask,mask,with_mask_1430.jpg,6c52f4e41a4954cfb3c7dffba23ce800,10.942650570059175
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1431.jpg,True,183,275,3,6217,RGB,,with_mask,mask,with_mask_1431.jpg,a6f18c60263ce9d18e5db2bc404e659d,8.735203590618699
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1432.jpg,True,225,225,3,5608,RGB,,with_mask,mask,with_mask_1432.jpg,9ca0453ed4bdb350a7fdcc038d7064ed,8.632127729508337
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1433.jpg,True,300,168,3,3289,RGB,,with_mask,mask,with_mask_1433.jpg,c1bbf52e9bfae0b53e22f66d060fd3ab,8.098642843759418
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1434.jpg,True,222,227,3,6286,RGB,,with_mask,mask,with_mask_1434.jpg,6519fcd3b2c2d65405ed4b0a8e767e4f,8.74623928838306
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1435.jpg,True,225,225,3,5032,RGB,,with_mask,mask,with_mask_1435.jpg,4bca5dd178d96cd55d79d1e272d62cd7,8.52377150677636
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1436.jpg,True,305,165,3,9157,RGB,,with_mask,mask,with_mask_1436.jpg,ccb455a8b6e2a93e23bf9c0b96884958,9.12238309321704
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1437.jpg,True,225,225,3,4579,RGB,,with_mask,mask,with_mask_1437.jpg,ee57c3e984dcd25c8ee71dc6c08e2142,8.429454277108231
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1438.jpg,True,183,275,3,10021,RGB,,with_mask,mask,with_mask_1438.jpg,bf4e32b4d22d91bf6b977ee6cfa7f516,9.21253795551967
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1439.jpg,True,225,225,3,6259,RGB,,with_mask,mask,with_mask_1439.jpg,885c38517d47f2e58864c41c790b38fb,8.741935464094144
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_144.jpg,True,270,402,3,36308,RGB,,with_mask,mask,with_mask_144.jpg,1fe9fe39380a979fae5fd0a930576b37,10.499820923406714
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1440.jpg,True,183,275,3,4654,RGB,,with_mask,mask,with_mask_1440.jpg,994a5362be88f21c7c2006dafadd1961,8.445697189711167
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1441.jpg,True,510,340,3,26164,RGB,,with_mask,mask,with_mask_1441.jpg,1d9a99ba6c04988422669c53572bd524,10.172177918806309
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1442.jpg,True,300,168,3,7510,RGB,,with_mask,mask,with_mask_1442.jpg,1e270e708add7de76337636aa712b9e0,8.924123891686012
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1443.jpg,True,148,235,3,5700,RGB,,with_mask,mask,with_mask_1443.jpg,1b75ad6376e3e94a0b737d41a7e58894,8.648396877031582
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1444.jpg,True,85,129,3,8414,RGB,,with_mask,mask,with_mask_1444.jpg,138a9504510e38fa42d58cf4df292632,9.037771106624906
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1445.jpg,True,88,129,3,6325,RGB,,with_mask,mask,with_mask_1445.jpg,8d77509039bd4581334b90020b67b0a2,8.752423403865594
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1446.jpg,True,363,395,3,20030,RGB,,with_mask,mask,with_mask_1446.jpg,79f1aa6fcb8f903b2610127c120fa3cb,9.905036352525979
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1447.jpg,True,75,113,3,4138,RGB,,with_mask,mask,with_mask_1447.jpg,bca4a88618c3ff6c8655ccd99ee36b9f,8.328209491748732
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1448.jpg,True,320,428,3,15477,RGB,,with_mask,mask,with_mask_1448.jpg,f03de7905931f744c6234679b022b7ed,9.647174939830405
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1449.jpg,True,90,132,3,7603,RGB,,with_mask,mask,with_mask_1449.jpg,01406d516b1b55a9694ff3ab192bccf0,8.93642970360832
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_145.jpg,True,71,117,3,3372,RGB,,with_mask,mask,with_mask_145.jpg,948300f6127736b4fab64604bebcfbdb,8.12355783506165
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1450.jpg,True,280,461,3,25910,RGB,,with_mask,mask,with_mask_1450.jpg,93b386e9e4b51e97ed170fea2867a297,10.162422867948395
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1451.jpg,True,127,199,3,9575,RGB,,with_mask,mask,with_mask_1451.jpg,f59b9afca433015342d3b49ed7157e4a,9.16701524723781
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1452.jpg,True,320,428,3,26286,RGB,,with_mask,mask,with_mask_1452.jpg,0e78cb68716b3b9a8363b67711bb4530,10.176829799383084
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1453.jpg,True,108,148,3,6678,RGB,,with_mask,mask,with_mask_1453.jpg,02f962b35a37f42477ae1e7a34385717,8.806723554725636
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1454.jpg,True,545,597,3,40274,RGB,,with_mask,mask,with_mask_1454.jpg,72c077ac6b1d31f6a9e0913798b34cd1,10.603486208045176
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1455.jpg,True,102,135,3,5614,RGB,,with_mask,mask,with_mask_1455.jpg,f69126afefdd1e9feb8dc3aa62a1a6ce,8.633196867172543
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1456.jpg,True,320,428,3,32349,RGB,,with_mask,mask,with_mask_1456.jpg,c3fc27d755344ee44c6cb3b8f3cd2012,10.384369299929046
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1457.jpg,True,242,323,3,30323,RGB,,with_mask,mask,with_mask_1457.jpg,484392ae1dc02f9582922040df3c196d,10.319694757176194
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1458.jpg,True,322,363,3,26526,RGB,,with_mask,mask,with_mask_1458.jpg,3334e9561ef731f6f22261ab9901ff5d,10.185918361205209
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1459.jpg,True,140,181,3,11495,RGB,,with_mask,mask,with_mask_1459.jpg,79365ce2aae0512658fde7c589440d1a,9.34975442775886
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_146.jpg,True,273,433,3,35182,RGB,,with_mask,mask,with_mask_146.jpg,8909e207f792a0921bbfb19bd175b3ca,10.468318290380624
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1460.jpg,True,189,266,3,10824,RGB,,with_mask,mask,with_mask_1460.jpg,a96212be2178e085c2690f3c3b318ada,9.28961355287069
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1461.jpg,True,78,112,3,5571,RGB,,with_mask,mask,with_mask_1461.jpg,218096696d371a4c8e69a1a6feff586d,8.625509334899697
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1462.jpg,True,320,428,3,30088,RGB,,with_mask,mask,with_mask_1462.jpg,27d5078602d20be2a90d217a796a4008,10.311914935439406
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1463.jpg,True,100,135,3,7143,RGB,,with_mask,mask,with_mask_1463.jpg,044581b42811ac6347446c5cd6f67be9,8.874028122556336
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1464.jpg,True,327,433,3,31130,RGB,,with_mask,mask,with_mask_1464.jpg,b5672b30bfd478f3e3da98c373eb73fb,10.345959386273389
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1465.jpg,True,152,241,3,12203,RGB,,with_mask,mask,with_mask_1465.jpg,48d73bca662e8edf96dfe51387243653,9.40951904583656
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1466.jpg,True,453,599,3,81484,RGB,,with_mask,mask,with_mask_1466.jpg,1997eb0ab965b5bcdc2107c9aa6bd0d2,11.308174233210089
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1467.jpg,True,320,433,3,24359,RGB,,with_mask,mask,with_mask_1467.jpg,fdf30410a0903b04c36f290ad4e29a02,10.100697721823833
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1468.jpg,True,78,92,3,3778,RGB,,with_mask,mask,with_mask_1468.jpg,7b773b49822bd4907f5f316f632c2353,8.237214703349489
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1469.jpg,True,90,128,3,5560,RGB,,with_mask,mask,with_mask_1469.jpg,ff8002ceac06dc804968ea0a00173520,8.623533227187563
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_147.jpg,True,92,107,3,5679,RGB,,with_mask,mask,with_mask_147.jpg,928fe86c8eca1a1fd0b351015b5bcde5,8.644706511715198
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1470.jpg,True,201,338,3,10341,RGB,,with_mask,mask,with_mask_1470.jpg,e687c72d34d61dd3b2fa8b54848f753a,9.243968552956167
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1471.jpg,True,76,103,3,4653,RGB,,with_mask,mask,with_mask_1471.jpg,5539513e210a186ecae582ae83c4683c,8.445482343862237
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1472.jpg,True,354,429,3,20978,RGB,,with_mask,mask,with_mask_1472.jpg,47c06fbb0e6dbdfc3ef7c64da2ea4da8,9.951277216371977
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1473.jpg,True,105,134,3,6997,RGB,,with_mask,mask,with_mask_1473.jpg,ee73308f16b7614fbe0f9503e32e1b75,8.853379672927634
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1474.jpg,True,320,428,3,35596,RGB,,with_mask,mask,with_mask_1474.jpg,265f0045159ed13d138a010db7709950,10.480016643626312
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1475.jpg,True,76,106,3,5143,RGB,,with_mask,mask,with_mask_1475.jpg,9225fdb1d376fdcb090c8414e09c18bf,8.545586265917455
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1476.jpg,True,480,640,3,39475,RGB,,with_mask,mask,with_mask_1476.jpg,e55bd3f3bb6528986ecd1c346ed0e8ce,10.583448171291899
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1477.jpg,True,87,132,3,5541,RGB,,with_mask,mask,with_mask_1477.jpg,3ecddb87ca605f9b8f25f75a6b533880,8.620110725422924
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1478.jpg,True,264,331,3,11316,RGB,,with_mask,mask,with_mask_1478.jpg,4a07e22b6021eaecb4e16a38b7c71637,9.334061298965942
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1479.jpg,True,80,122,3,4751,RGB,,with_mask,mask,with_mask_1479.jpg,c7fde881b08235d47efe99d6d8a9c0c7,8.466320861042481
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_148.jpg,True,64,91,3,3178,RGB,,with_mask,mask,with_mask_148.jpg,5df9b631b6e0d75ee971a98f442b0835,8.064321960910803
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1480.jpg,True,320,428,3,28338,RGB,,with_mask,mask,with_mask_1480.jpg,ab63dba9f41dfb4322d50cf4d9da2090,10.25199422680701
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1481.jpg,True,327,433,3,26989,RGB,,with_mask,mask,with_mask_1481.jpg,28d8904e557496f1e75df1850af3d5c7,10.20322170601205
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1482.jpg,True,97,134,3,5972,RGB,,with_mask,mask,with_mask_1482.jpg,3d69587e01963bda60794f074f2efc53,8.695004592732307
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1483.jpg,True,317,458,3,17366,RGB,,with_mask,mask,with_mask_1483.jpg,67ab569c8f61df8b752d357f72b66a7d,9.762327132747114
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1484.jpg,True,328,416,3,35939,RGB,,with_mask,mask,with_mask_1484.jpg,4adf37c9025abf461c94c3ad13c0ac03,10.48960616033755
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1485.jpg,True,94,123,3,5359,RGB,,with_mask,mask,with_mask_1485.jpg,8a24aa863a88c38896f6a96c45c707ba,8.586719254064848
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1486.jpg,True,96,140,3,5990,RGB,,with_mask,mask,with_mask_1486.jpg,e97168ff0e8a5e5bc2107acf56ceb73e,8.698013622083925
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1487.jpg,True,204,247,3,11943,RGB,,with_mask,mask,with_mask_1487.jpg,ee93154af1c6e3163d76049b9f48cd8b,9.387984339219026
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1488.jpg,True,119,173,3,9108,RGB,,with_mask,mask,with_mask_1488.jpg,64ba9ad62be3932c6086b45743b381aa,9.11701821474481
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1489.jpg,True,225,225,3,5148,RGB,,with_mask,mask,with_mask_1489.jpg,7eef59ae57d6bbb58187bea267987dd3,8.546557800046141
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_149.jpg,True,139,188,3,13345,RGB,,with_mask,mask,with_mask_149.jpg,8e7d703a5245100c0dba21925eb2753d,9.498971993463552
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1490.jpg,True,68,108,3,4713,RGB,,with_mask,mask,with_mask_1490.jpg,c61abb710f08841b94f687f581f1c99f,8.458292083496076
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1491.jpg,True,320,428,3,26652,RGB,,with_mask,mask,with_mask_1491.jpg,0b1fffcf0f74ec468dcd140ed519f852,10.190656993614896
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1492.jpg,True,99,129,3,6198,RGB,,with_mask,mask,with_mask_1492.jpg,743108aa0f92ece6574e21ecaf35c2c7,8.73214326770192
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1493.jpg,True,327,433,3,22559,RGB,,with_mask,mask,with_mask_1493.jpg,13197d65f60b1f514bee58dbaa2b12ba,10.023933705611995
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1494.jpg,True,142,123,3,6695,RGB,,with_mask,mask,with_mask_1494.jpg,ad50f645f007a78676ee5832d0072752,8.80926561216931
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1495.jpg,True,323,339,3,19380,RGB,,with_mask,mask,with_mask_1495.jpg,84092e09d081846941c55a5d721ec0c3,9.872048483700748
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1496.jpg,True,75,102,3,4180,RGB,,with_mask,mask,with_mask_1496.jpg,afda643aca4856b3d57bf617888be1a7,8.338305731356565
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1497.jpg,True,720,720,3,43852,RGB,,with_mask,mask,with_mask_1497.jpg,b7701a506f6ffa5af42cd9675abca4f9,10.688598410511437
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1499.jpg,True,110,151,3,4812,RGB,,with_mask,mask,with_mask_1499.jpg,83fd50ce181359d63c03160777bdd38a,8.47907586930311
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_15.jpg,True,50,84,3,8244,RGB,,with_mask,mask,with_mask_15.jpg,871985f3fca4ebf32c73fa6364c2057b,9.0173622349937
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_150.jpg,True,262,359,3,33435,RGB,,with_mask,mask,with_mask_150.jpg,d0d1cd256ac5c20f1ef847eac8b97394,10.417388442819046
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1500.jpg,True,149,195,3,9977,RGB,,with_mask,mask,with_mask_1500.jpg,c07519b7d7b836b1949912defba7563f,9.208137948420983
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1501.jpg,True,259,194,3,9330,RGB,,with_mask,mask,with_mask_1501.jpg,7165ba9035ff302701b7793340190a7d,9.141097469234023
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1503.jpg,True,320,428,3,23796,RGB,,with_mask,mask,with_mask_1503.jpg,222754464f2b29886f07ad96aaca010c,10.077314801294376
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1504.jpg,True,165,232,3,11448,RGB,,with_mask,mask,with_mask_1504.jpg,57b819b72c9bd202dfe71017828ef506,9.345657668923812
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1505.jpg,True,327,433,3,27725,RGB,,with_mask,mask,with_mask_1505.jpg,86564c8af7e0c5fc403d6aa31495f5eb,10.23012588009832
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1506.jpg,True,395,505,3,51616,RGB,,with_mask,mask,with_mask_1506.jpg,a07ddc7a888ae13444946a3676a5d60f,10.851606354574836
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1507.jpg,True,303,166,3,8252,RGB,,with_mask,mask,with_mask_1507.jpg,2ec77582b38d8b3d33f436112bf4de0b,9.018332049592685
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1508.jpg,True,88,104,3,4277,RGB,,with_mask,mask,with_mask_1508.jpg,1cb8269d8f62b0ed8d7e48ae454ca59f,8.361240889642351
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1509.jpg,True,320,428,3,28853,RGB,,with_mask,mask,with_mask_1509.jpg,99a0e5973309bda6e0d0471581755a7e,10.270003910505718
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_151.jpg,True,54,86,3,3008,RGB,,with_mask,mask,with_mask_151.jpg,9c392ba032676ed6e905ffb131a02d7b,8.009363076630045
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1510.jpg,True,176,241,3,11642,RGB,,with_mask,mask,with_mask_1510.jpg,50682c32578256118d80352b75f05ab2,9.362460420037015
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1511.jpg,True,191,263,3,10082,RGB,,with_mask,mask,with_mask_1511.jpg,2e5d5c49c74afd9777d7865f4da33c16,9.218606116393214
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1512.jpg,True,112,144,3,5436,RGB,,with_mask,mask,with_mask_1512.jpg,e85f7ed28083f97c7bc664d2f3a9c574,8.600982717145921
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1513.jpg,True,188,268,3,9986,RGB,,with_mask,mask,with_mask_1513.jpg,da070e7dadd66b49cb63573269409914,9.209039526243135
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1514.jpg,True,119,154,3,5095,RGB,,with_mask,mask,with_mask_1514.jpg,9eddbf7217c843f05a6c6fe9f3747976,8.536211197252
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1515.jpg,True,150,178,3,5849,RGB,,with_mask,mask,with_mask_1515.jpg,9dae390647058c7021d2ae36982f18f2,8.674196940225903
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1516.jpg,True,229,276,3,19154,RGB,,with_mask,mask,with_mask_1516.jpg,4ee75c6649e7bafad860efd6054761f6,9.860319057134749
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1517.jpg,True,153,244,3,16731,RGB,,with_mask,mask,with_mask_1517.jpg,2c7c65b92fbfac9fda75542d1dcd32d0,9.72507833256209
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1518.jpg,True,318,442,3,26677,RGB,,with_mask,mask,with_mask_1518.jpg,ba0383a7cb814cf5e3d687181f578dc1,10.19159453470099
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1519.jpg,True,93,133,3,6258,RGB,,with_mask,mask,with_mask_1519.jpg,deb63b451b2262e8b98fb4ef5f5388de,8.7417757069247
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_152.jpg,True,92,119,3,4272,RGB,,with_mask,mask,with_mask_152.jpg,49322a936923f45acb23622e97da4d13,8.360071435644025
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1520.jpg,True,353,554,3,31666,RGB,,with_mask,mask,with_mask_1520.jpg,691be0cc1ccf87d17e3c6e85edf0add5,10.363030408174957
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1521.jpg,True,129,189,3,9361,RGB,,with_mask,mask,with_mask_1521.jpg,1ee2fd6dffe51e0afa617106f6acc458,9.144414221860016
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1522.jpg,True,194,259,3,7790,RGB,,with_mask,mask,with_mask_1522.jpg,d4cc5a4616d50423b6d530999ee906ea,8.960724500330858
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1523.jpg,True,204,333,3,20423,RGB,,with_mask,mask,with_mask_1523.jpg,27a95c14674eee771f3eebac77e2e922,9.924465958921319
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1524.jpg,True,320,428,3,29280,RGB,,with_mask,mask,with_mask_1524.jpg,aaafadd7b086f9a61ef02b80715fc99d,10.284694120497512
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1525.jpg,True,177,292,3,21597,RGB,,with_mask,mask,with_mask_1525.jpg,4dc4b68b01b877d86eb27400d67f3c1d,9.980355996792705
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1526.jpg,True,117,182,3,10015,RGB,,with_mask,mask,with_mask_1526.jpg,ae5481400c11bc8e2f2ff9a35dd18b49,9.211939093339879
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1527.jpg,True,293,328,3,17059,RGB,,with_mask,mask,with_mask_1527.jpg,6a387262f0dfa3e9e6ea1271e8ca0d95,9.74449182104567
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1528.jpg,True,146,248,3,11791,RGB,,with_mask,mask,with_mask_1528.jpg,6d3f60d8c868a868fd059c9a18c2098a,9.375176614429117
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1529.jpg,True,400,600,3,24758,RGB,,with_mask,mask,with_mask_1529.jpg,65dad80fca271bb11f1ee82cc9174740,10.116944338260794
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_153.jpg,True,118,136,3,6152,RGB,,with_mask,mask,with_mask_153.jpg,2dc0cc1c4e8c6d610acf1f70042cfd49,8.724695046740491
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1530.jpg,True,285,476,3,36917,RGB,,with_mask,mask,with_mask_1530.jpg,d126b2dd7e34986347139b164e2daf15,10.516454515968546
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1531.jpg,True,279,288,3,10866,RGB,,with_mask,mask,with_mask_1531.jpg,6b59071090bbf92fb10b9c12a2840d66,9.293485953062852
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1532.jpg,True,99,127,3,6520,RGB,,with_mask,mask,with_mask_1532.jpg,51494221ebe398155ee9fbd02bde2f0e,8.782783017393202
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1533.jpg,True,320,428,3,20257,RGB,,with_mask,mask,with_mask_1533.jpg,c512a093a9ad5530828d913a64e8e4f0,9.916305056246742
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1534.jpg,True,242,324,3,21514,RGB,,with_mask,mask,with_mask_1534.jpg,58f7a9dd3e4738d15c4355ec54c0e2ed,9.9765056452727
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1535.jpg,True,400,436,3,20210,RGB,,with_mask,mask,with_mask_1535.jpg,29fbd2b087af645abc388a73d2fe8090,9.91398228962877
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1536.jpg,True,182,334,3,15786,RGB,,with_mask,mask,with_mask_1536.jpg,f260631c41e1dbf8141e83c4c311c897,9.666942095531727
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1537.jpg,True,183,275,3,7197,RGB,,with_mask,mask,with_mask_1537.jpg,d7b3676a3b15fe4c55fb1b83efc8e7f1,8.881558488638976
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1538.jpg,True,257,324,3,24074,RGB,,with_mask,mask,with_mask_1538.jpg,9b944cd8bf9921e15a61d2fcd60782ef,10.088929236666326
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1539.jpg,True,320,428,3,21218,RGB,,with_mask,mask,with_mask_1539.jpg,67cdd6b339bb716ce301dd2f23c2133b,9.962652285704099
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_154.jpg,True,46,63,3,2418,RGB,,with_mask,mask,with_mask_154.jpg,5135341719541c6e59683adeb6a3522f,7.791109510610028
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1540.jpg,True,173,259,3,17512,RGB,,with_mask,mask,with_mask_1540.jpg,d5ca687263487539e0666d1a22ff784d,9.770698741272664
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1541.jpg,True,356,549,3,21722,RGB,,with_mask,mask,with_mask_1541.jpg,2b57fabf72bef38248975dbe8c29f974,9.98612688605693
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1542.jpg,True,122,165,3,8317,RGB,,with_mask,mask,with_mask_1542.jpg,080bdd813e0f202f5c73229cc40945ba,9.026177120302856
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1543.jpg,True,320,428,3,20251,RGB,,with_mask,mask,with_mask_1543.jpg,c62933ba69580b64b7df058fd001a177,9.9160088330898
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1544.jpg,True,204,286,3,19083,RGB,,with_mask,mask,with_mask_1544.jpg,25df5ba88f2e78333a28c912a57c9d22,9.856605566635997
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1545.jpg,True,163,228,3,17236,RGB,,with_mask,mask,with_mask_1545.jpg,153c267829ab87eeca9cd24dadac4c72,9.75481351515439
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1546.jpg,True,213,237,3,7234,RGB,,with_mask,mask,with_mask_1546.jpg,efa0ab1a65a68b73fc104c567b6015e9,8.886685639065584
E:\AMIT AI\Face Mask & Emotion detection\with_mask\with_mask_1547.jpg,True,54,71,3,2792,RGB,,with_mask,mask,with_mask_1547.jpg,945164e2aee2e8f31a26b4231fe2186d,7.934871565945177
